Timestamp,Asset,Action,Vol,CostBasis
2020-08-14,XLY,BUY,277.16,68.55
2020-08-14,TLT,SELL,279.54,136.76
2020-08-14,XLK,SELL,656.91,54.44
2020-08-14,XLB,ALLOCATION,0.0000,0.00
2020-08-14,XLC,ALLOCATION,0.0000,0.00
2020-08-14,XLE,ALLOCATION,0.0000,0.00
2020-08-14,XLF,ALLOCATION,0.4000,0.00
2020-08-14,XLI,ALLOCATION,0.0000,0.00
2020-08-14,XLK,ALLOCATION,0.0000,0.00
2020-08-14,XLP,ALLOCATION,0.0000,0.00
2020-08-14,XLRE,ALLOCATION,0.0000,0.00
2020-08-14,XLU,ALLOCATION,0.0000,0.00
2020-08-14,XLV,ALLOCATION,0.0000,0.00
2020-08-14,XLY,ALLOCATION,0.4000,0.00
2020-08-14,TLT,ALLOCATION,0.2000,0.00
2020-08-14,PORTFOLIO_METRIC,EQUITY,137485.26,129315.76
2020-08-14,REGIME_METRIC,STATE,1,0.8000
2020-09-11,TLT,BUY,796.44,138.00
2020-09-11,XLF,SELL,2419.51,22.31
2020-09-11,XLY,SELL,802.24,69.73
2020-09-11,XLB,ALLOCATION,0.0000,0.00
2020-09-11,XLC,ALLOCATION,0.0000,0.00
2020-09-11,XLE,ALLOCATION,0.0000,0.00
2020-09-11,XLF,ALLOCATION,0.0000,0.00
2020-09-11,XLI,ALLOCATION,0.0000,0.00
2020-09-11,XLK,ALLOCATION,0.0000,0.00
2020-09-11,XLP,ALLOCATION,0.0000,0.00
2020-09-11,XLRE,ALLOCATION,0.0000,0.00
2020-09-11,XLU,ALLOCATION,0.0000,0.00
2020-09-11,XLV,ALLOCATION,0.0000,0.00
2020-09-11,XLY,ALLOCATION,0.0000,0.00
2020-09-11,TLT,ALLOCATION,1.0000,0.00
2020-09-11,PORTFOLIO_METRIC,EQUITY,137658.94,128248.53
2020-09-11,REGIME_METRIC,STATE,3,0.0000
2020-10-09,XLF,BUY,1464.24,22.90
2020-10-09,XLV,BUY,337.94,99.22
2020-10-09,TLT,SELL,498.75,134.46
2020-10-09,XLB,ALLOCATION,0.0000,0.00
2020-10-09,XLC,ALLOCATION,0.0000,0.00
2020-10-09,XLE,ALLOCATION,0.0000,0.00
2020-10-09,XLF,ALLOCATION,0.2500,0.00
2020-10-09,XLI,ALLOCATION,0.0000,0.00
2020-10-09,XLK,ALLOCATION,0.0000,0.00
2020-10-09,XLP,ALLOCATION,0.0000,0.00
2020-10-09,XLRE,ALLOCATION,0.0000,0.00
2020-10-09,XLU,ALLOCATION,0.0000,0.00
2020-10-09,XLV,ALLOCATION,0.2500,0.00
2020-10-09,XLY,ALLOCATION,0.0000,0.00
2020-10-09,TLT,ALLOCATION,0.5000,0.00
2020-10-09,PORTFOLIO_METRIC,EQUITY,134123.67,133691.75
2020-10-09,REGIME_METRIC,STATE,2,0.5000
2020-11-06,XLF,BUY,14.86,22.65
2020-11-06,XLV,SELL,5.02,100.65
2020-11-06,TLT,BUY,1.26,134.03
2020-11-06,XLB,ALLOCATION,0.0000,0.00
2020-11-06,XLC,ALLOCATION,0.0000,0.00
2020-11-06,XLE,ALLOCATION,0.0000,0.00
2020-11-06,XLF,ALLOCATION,0.2500,0.00
2020-11-06,XLI,ALLOCATION,0.0000,0.00
2020-11-06,XLK,ALLOCATION,0.0000,0.00
2020-11-06,XLP,ALLOCATION,0.0000,0.00
2020-11-06,XLRE,ALLOCATION,0.0000,0.00
2020-11-06,XLU,ALLOCATION,0.0000,0.00
2020-11-06,XLV,ALLOCATION,0.2500,0.00
2020-11-06,XLY,ALLOCATION,0.0000,0.00
2020-11-06,TLT,ALLOCATION,0.5000,0.00
2020-11-06,PORTFOLIO_METRIC,EQUITY,134034.43,134967.58
2020-11-06,REGIME_METRIC,STATE,2,0.5000
2020-12-04,XLE,BUY,3360.81,16.49
2020-12-04,XLF,BUY,627.49,26.30
2020-12-04,TLT,SELL,287.91,130.63
2020-12-04,XLV,SELL,332.92,103.05
2020-12-04,XLB,ALLOCATION,0.0000,0.00
2020-12-04,XLC,ALLOCATION,0.0000,0.00
2020-12-04,XLE,ALLOCATION,0.4000,0.00
2020-12-04,XLF,ALLOCATION,0.4000,0.00
2020-12-04,XLI,ALLOCATION,0.0000,0.00
2020-12-04,XLK,ALLOCATION,0.0000,0.00
2020-12-04,XLP,ALLOCATION,0.0000,0.00
2020-12-04,XLRE,ALLOCATION,0.0000,0.00
2020-12-04,XLU,ALLOCATION,0.0000,0.00
2020-12-04,XLV,ALLOCATION,0.0000,0.00
2020-12-04,XLY,ALLOCATION,0.0000,0.00
2020-12-04,TLT,ALLOCATION,0.2000,0.00
2020-12-04,PORTFOLIO_METRIC,EQUITY,138526.53,142557.00
2020-12-04,REGIME_METRIC,STATE,1,0.8000
2021-01-01,TLT,BUY,820.56,132.89
2021-01-01,XLE,SELL,3360.81,15.59
2021-01-01,XLF,SELL,2106.59,26.90
2021-01-01,XLB,ALLOCATION,0.0000,0.00
2021-01-01,XLC,ALLOCATION,0.0000,0.00
2021-01-01,XLE,ALLOCATION,0.0000,0.00
2021-01-01,XLF,ALLOCATION,0.0000,0.00
2021-01-01,XLI,ALLOCATION,0.0000,0.00
2021-01-01,XLK,ALLOCATION,0.0000,0.00
2021-01-01,XLP,ALLOCATION,0.0000,0.00
2021-01-01,XLRE,ALLOCATION,0.0000,0.00
2021-01-01,XLU,ALLOCATION,0.0000,0.00
2021-01-01,XLV,ALLOCATION,0.0000,0.00
2021-01-01,XLY,ALLOCATION,0.0000,0.00
2021-01-01,TLT,ALLOCATION,1.0000,0.00
2021-01-01,PORTFOLIO_METRIC,EQUITY,137234.06,144724.60
2021-01-01,REGIME_METRIC,STATE,3,0.0000
2021-01-29,XLE,BUY,3271.64,16.17
2021-01-29,XLF,BUY,2002.47,26.42
2021-01-29,TLT,SELL,826.13,128.07
2021-01-29,XLB,ALLOCATION,0.0000,0.00
2021-01-29,XLC,ALLOCATION,0.0000,0.00
2021-01-29,XLE,ALLOCATION,0.4000,0.00
2021-01-29,XLF,ALLOCATION,0.4000,0.00
2021-01-29,XLI,ALLOCATION,0.0000,0.00
2021-01-29,XLK,ALLOCATION,0.0000,0.00
2021-01-29,XLP,ALLOCATION,0.0000,0.00
2021-01-29,XLRE,ALLOCATION,0.0000,0.00
2021-01-29,XLU,ALLOCATION,0.0000,0.00
2021-01-29,XLV,ALLOCATION,0.0000,0.00
2021-01-29,XLY,ALLOCATION,0.0000,0.00
2021-01-29,TLT,ALLOCATION,0.2000,0.00
2021-01-29,PORTFOLIO_METRIC,EQUITY,132248.66,143249.84
2021-01-29,REGIME_METRIC,STATE,1,0.8000
2021-02-26,XLE,SELL,266.58,19.80
2021-02-26,XLF,BUY,15.65,29.48
2021-02-26,TLT,BUY,39.90,120.72
2021-02-26,XLB,ALLOCATION,0.0000,0.00
2021-02-26,XLC,ALLOCATION,0.0000,0.00
2021-02-26,XLE,ALLOCATION,0.4000,0.00
2021-02-26,XLF,ALLOCATION,0.4000,0.00
2021-02-26,XLI,ALLOCATION,0.0000,0.00
2021-02-26,XLK,ALLOCATION,0.0000,0.00
2021-02-26,XLP,ALLOCATION,0.0000,0.00
2021-02-26,XLRE,ALLOCATION,0.0000,0.00
2021-02-26,XLU,ALLOCATION,0.0000,0.00
2021-02-26,XLV,ALLOCATION,0.0000,0.00
2021-02-26,XLY,ALLOCATION,0.0000,0.00
2021-02-26,TLT,ALLOCATION,0.2000,0.00
2021-02-26,PORTFOLIO_METRIC,EQUITY,148751.48,147232.96
2021-02-26,REGIME_METRIC,STATE,1,0.8000
2021-03-26,XLE,SELL,1156.16,20.96
2021-03-26,XLF,SELL,788.07,31.50
2021-03-26,TLT,BUY,425.05,115.41
2021-03-26,XLB,ALLOCATION,0.0000,0.00
2021-03-26,XLC,ALLOCATION,0.0000,0.00
2021-03-26,XLE,ALLOCATION,0.2500,0.00
2021-03-26,XLF,ALLOCATION,0.2500,0.00
2021-03-26,XLI,ALLOCATION,0.0000,0.00
2021-03-26,XLK,ALLOCATION,0.0000,0.00
2021-03-26,XLP,ALLOCATION,0.0000,0.00
2021-03-26,XLRE,ALLOCATION,0.0000,0.00
2021-03-26,XLU,ALLOCATION,0.0000,0.00
2021-03-26,XLV,ALLOCATION,0.0000,0.00
2021-03-26,XLY,ALLOCATION,0.0000,0.00
2021-03-26,TLT,ALLOCATION,0.5000,0.00
2021-03-26,PORTFOLIO_METRIC,EQUITY,154995.62,153781.33
2021-03-26,REGIME_METRIC,STATE,2,0.5000
2021-04-23,XLE,BUY,1308.51,19.76
2021-04-23,XLF,BUY,693.62,32.43
2021-04-23,TLT,SELL,408.15,118.45
2021-04-23,XLB,ALLOCATION,0.0000,0.00
2021-04-23,XLC,ALLOCATION,0.0000,0.00
2021-04-23,XLE,ALLOCATION,0.4000,0.00
2021-04-23,XLF,ALLOCATION,0.4000,0.00
2021-04-23,XLI,ALLOCATION,0.0000,0.00
2021-04-23,XLK,ALLOCATION,0.0000,0.00
2021-04-23,XLP,ALLOCATION,0.0000,0.00
2021-04-23,XLRE,ALLOCATION,0.0000,0.00
2021-04-23,XLU,ALLOCATION,0.0000,0.00
2021-04-23,XLV,ALLOCATION,0.0000,0.00
2021-04-23,XLY,ALLOCATION,0.0000,0.00
2021-04-23,TLT,ALLOCATION,0.2000,0.00
2021-04-23,PORTFOLIO_METRIC,EQUITY,155950.49,161843.57
2021-04-23,REGIME_METRIC,STATE,1,0.8000
2021-05-21,XLF,SELL,2.83,34.44
2021-05-21,XLV,BUY,576.63,114.74
2021-05-21,TLT,BUY,20.39,116.60
2021-05-21,XLE,SELL,3157.41,21.68
2021-05-21,XLB,ALLOCATION,0.0000,0.00
2021-05-21,XLC,ALLOCATION,0.0000,0.00
2021-05-21,XLE,ALLOCATION,0.0000,0.00
2021-05-21,XLF,ALLOCATION,0.4000,0.00
2021-05-21,XLI,ALLOCATION,0.0000,0.00
2021-05-21,XLK,ALLOCATION,0.0000,0.00
2021-05-21,XLP,ALLOCATION,0.0000,0.00
2021-05-21,XLRE,ALLOCATION,0.0000,0.00
2021-05-21,XLU,ALLOCATION,0.0000,0.00
2021-05-21,XLV,ALLOCATION,0.4000,0.00
2021-05-21,XLY,ALLOCATION,0.0000,0.00
2021-05-21,TLT,ALLOCATION,0.2000,0.00
2021-05-21,PORTFOLIO_METRIC,EQUITY,165404.32,161144.52
2021-05-21,REGIME_METRIC,STATE,1,0.8000
2021-06-18,XLE,BUY,2993.24,21.77
2021-06-18,XLF,BUY,97.41,32.29
2021-06-18,TLT,SELL,20.09,123.60
2021-06-18,XLV,SELL,576.63,114.17
2021-06-18,XLB,ALLOCATION,0.0000,0.00
2021-06-18,XLC,ALLOCATION,0.0000,0.00
2021-06-18,XLE,ALLOCATION,0.4000,0.00
2021-06-18,XLF,ALLOCATION,0.4000,0.00
2021-06-18,XLI,ALLOCATION,0.0000,0.00
2021-06-18,XLK,ALLOCATION,0.0000,0.00
2021-06-18,XLP,ALLOCATION,0.0000,0.00
2021-06-18,XLRE,ALLOCATION,0.0000,0.00
2021-06-18,XLU,ALLOCATION,0.0000,0.00
2021-06-18,XLV,ALLOCATION,0.0000,0.00
2021-06-18,XLY,ALLOCATION,0.0000,0.00
2021-06-18,TLT,ALLOCATION,0.2000,0.00
2021-06-18,PORTFOLIO_METRIC,EQUITY,162924.29,161663.97
2021-06-18,REGIME_METRIC,STATE,1,0.8000
2021-07-16,XLE,BUY,956.34,20.44
2021-07-16,XLP,BUY,1287.70,62.68
2021-07-16,XLF,SELL,2018.25,33.24
2021-07-16,TLT,SELL,263.63,125.87
2021-07-16,XLB,ALLOCATION,0.0000,0.00
2021-07-16,XLC,ALLOCATION,0.0000,0.00
2021-07-16,XLE,ALLOCATION,0.5000,0.00
2021-07-16,XLF,ALLOCATION,0.0000,0.00
2021-07-16,XLI,ALLOCATION,0.0000,0.00
2021-07-16,XLK,ALLOCATION,0.0000,0.00
2021-07-16,XLP,ALLOCATION,0.5000,0.00
2021-07-16,XLRE,ALLOCATION,0.0000,0.00
2021-07-16,XLU,ALLOCATION,0.0000,0.00
2021-07-16,XLV,ALLOCATION,0.0000,0.00
2021-07-16,XLY,ALLOCATION,0.0000,0.00
2021-07-16,TLT,ALLOCATION,0.0000,0.00
2021-07-16,PORTFOLIO_METRIC,EQUITY,161436.91,168061.62
2021-07-16,REGIME_METRIC,STATE,0,1.0000
2021-08-13,XLK,BUY,1099.53,74.73
2021-08-13,XLU,BUY,2763.62,29.73
2021-08-13,XLE,SELL,3949.58,20.75
2021-08-13,XLP,SELL,1287.70,63.98
2021-08-13,XLB,ALLOCATION,0.0000,0.00
2021-08-13,XLC,ALLOCATION,0.0000,0.00
2021-08-13,XLE,ALLOCATION,0.0000,0.00
2021-08-13,XLF,ALLOCATION,0.0000,0.00
2021-08-13,XLI,ALLOCATION,0.0000,0.00
2021-08-13,XLK,ALLOCATION,0.5000,0.00
2021-08-13,XLP,ALLOCATION,0.0000,0.00
2021-08-13,XLRE,ALLOCATION,0.0000,0.00
2021-08-13,XLU,ALLOCATION,0.5000,0.00
2021-08-13,XLV,ALLOCATION,0.0000,0.00
2021-08-13,XLY,ALLOCATION,0.0000,0.00
2021-08-13,TLT,ALLOCATION,0.0000,0.00
2021-08-13,PORTFOLIO_METRIC,EQUITY,164334.21,173742.36
2021-08-13,REGIME_METRIC,STATE,0,1.0000
2021-09-10,XLE,BUY,4110.14,20.06
2021-09-10,XLU,BUY,19.32,29.63
2021-09-10,XLK,SELL,1099.53,75.52
2021-09-10,XLB,ALLOCATION,0.0000,0.00
2021-09-10,XLC,ALLOCATION,0.0000,0.00
2021-09-10,XLE,ALLOCATION,0.5000,0.00
2021-09-10,XLF,ALLOCATION,0.0000,0.00
2021-09-10,XLI,ALLOCATION,0.0000,0.00
2021-09-10,XLK,ALLOCATION,0.0000,0.00
2021-09-10,XLP,ALLOCATION,0.0000,0.00
2021-09-10,XLRE,ALLOCATION,0.0000,0.00
2021-09-10,XLU,ALLOCATION,0.5000,0.00
2021-09-10,XLV,ALLOCATION,0.0000,0.00
2021-09-10,XLY,ALLOCATION,0.0000,0.00
2021-09-10,TLT,ALLOCATION,0.0000,0.00
2021-09-10,PORTFOLIO_METRIC,EQUITY,164928.49,173555.36
2021-09-10,REGIME_METRIC,STATE,0,1.0000
2021-10-08,XLE,SELL,1157.81,24.04
2021-10-08,XLU,SELL,270.89,28.25
2021-10-08,TLT,BUY,293.39,120.94
2021-10-08,XLB,ALLOCATION,0.0000,0.00
2021-10-08,XLC,ALLOCATION,0.0000,0.00
2021-10-08,XLE,ALLOCATION,0.4000,0.00
2021-10-08,XLF,ALLOCATION,0.0000,0.00
2021-10-08,XLI,ALLOCATION,0.0000,0.00
2021-10-08,XLK,ALLOCATION,0.0000,0.00
2021-10-08,XLP,ALLOCATION,0.0000,0.00
2021-10-08,XLRE,ALLOCATION,0.0000,0.00
2021-10-08,XLU,ALLOCATION,0.4000,0.00
2021-10-08,XLV,ALLOCATION,0.0000,0.00
2021-10-08,XLY,ALLOCATION,0.0000,0.00
2021-10-08,TLT,ALLOCATION,0.2000,0.00
2021-10-08,PORTFOLIO_METRIC,EQUITY,177422.20,171148.52
2021-10-08,REGIME_METRIC,STATE,1,0.8000
2021-11-05,XLE,BUY,22.75,24.76
2021-11-05,XLF,BUY,1991.39,36.99
2021-11-05,TLT,SELL,4.40,127.43
2021-11-05,XLU,SELL,2512.05,29.32
2021-11-05,XLB,ALLOCATION,0.0000,0.00
2021-11-05,XLC,ALLOCATION,0.0000,0.00
2021-11-05,XLE,ALLOCATION,0.4000,0.00
2021-11-05,XLF,ALLOCATION,0.4000,0.00
2021-11-05,XLI,ALLOCATION,0.0000,0.00
2021-11-05,XLK,ALLOCATION,0.0000,0.00
2021-11-05,XLP,ALLOCATION,0.0000,0.00
2021-11-05,XLRE,ALLOCATION,0.0000,0.00
2021-11-05,XLU,ALLOCATION,0.0000,0.00
2021-11-05,XLV,ALLOCATION,0.0000,0.00
2021-11-05,XLY,ALLOCATION,0.0000,0.00
2021-11-05,TLT,ALLOCATION,0.2000,0.00
2021-11-05,PORTFOLIO_METRIC,EQUITY,184130.16,183136.68
2021-11-05,REGIME_METRIC,STATE,1,0.8000
2021-12-03,XLF,BUY,32.34,35.15
2021-12-03,XLRE,BUY,1733.50,41.03
2021-12-03,TLT,SELL,19.37,131.90
2021-12-03,XLE,SELL,2975.08,23.43
2021-12-03,XLB,ALLOCATION,0.0000,0.00
2021-12-03,XLC,ALLOCATION,0.0000,0.00
2021-12-03,XLE,ALLOCATION,0.0000,0.00
2021-12-03,XLF,ALLOCATION,0.4000,0.00
2021-12-03,XLI,ALLOCATION,0.0000,0.00
2021-12-03,XLK,ALLOCATION,0.0000,0.00
2021-12-03,XLP,ALLOCATION,0.0000,0.00
2021-12-03,XLRE,ALLOCATION,0.4000,0.00
2021-12-03,XLU,ALLOCATION,0.0000,0.00
2021-12-03,XLV,ALLOCATION,0.0000,0.00
2021-12-03,XLY,ALLOCATION,0.0000,0.00
2021-12-03,TLT,ALLOCATION,0.2000,0.00
2021-12-03,PORTFOLIO_METRIC,EQUITY,177815.41,177230.56
2021-12-03,REGIME_METRIC,STATE,1,0.8000
2021-12-31,XLF,BUY,20.33,36.26
2021-12-31,XLU,BUY,2355.51,31.47
2021-12-31,TLT,BUY,22.70,126.78
2021-12-31,XLRE,SELL,1733.50,44.84
2021-12-31,XLB,ALLOCATION,0.0000,0.00
2021-12-31,XLC,ALLOCATION,0.0000,0.00
2021-12-31,XLE,ALLOCATION,0.0000,0.00
2021-12-31,XLF,ALLOCATION,0.4000,0.00
2021-12-31,XLI,ALLOCATION,0.0000,0.00
2021-12-31,XLK,ALLOCATION,0.0000,0.00
2021-12-31,XLP,ALLOCATION,0.0000,0.00
2021-12-31,XLRE,ALLOCATION,0.0000,0.00
2021-12-31,XLU,ALLOCATION,0.4000,0.00
2021-12-31,XLV,ALLOCATION,0.0000,0.00
2021-12-31,XLY,ALLOCATION,0.0000,0.00
2021-12-31,TLT,ALLOCATION,0.2000,0.00
2021-12-31,PORTFOLIO_METRIC,EQUITY,185302.98,186302.20
2021-12-31,REGIME_METRIC,STATE,1,0.8000
2022-01-28,XLRE,BUY,1773.36,40.52
2022-01-28,XLU,BUY,49.95,29.88
2022-01-28,TLT,BUY,1.12,122.45
2022-01-28,XLF,SELL,2044.06,35.96
2022-01-28,XLB,ALLOCATION,0.0000,0.00
2022-01-28,XLC,ALLOCATION,0.0000,0.00
2022-01-28,XLE,ALLOCATION,0.0000,0.00
2022-01-28,XLF,ALLOCATION,0.0000,0.00
2022-01-28,XLI,ALLOCATION,0.0000,0.00
2022-01-28,XLK,ALLOCATION,0.0000,0.00
2022-01-28,XLP,ALLOCATION,0.0000,0.00
2022-01-28,XLRE,ALLOCATION,0.4000,0.00
2022-01-28,XLU,ALLOCATION,0.4000,0.00
2022-01-28,XLV,ALLOCATION,0.0000,0.00
2022-01-28,XLY,ALLOCATION,0.0000,0.00
2022-01-28,TLT,ALLOCATION,0.2000,0.00
2022-01-28,PORTFOLIO_METRIC,EQUITY,179662.64,173354.13
2022-01-28,REGIME_METRIC,STATE,1,0.8000
2022-02-25,XLF,BUY,1941.86,36.31
2022-02-25,XLRE,BUY,2.87,39.69
2022-02-25,TLT,BUY,7.20,117.26
2022-02-25,XLU,SELL,2405.46,29.71
2022-02-25,XLB,ALLOCATION,0.0000,0.00
2022-02-25,XLC,ALLOCATION,0.0000,0.00
2022-02-25,XLE,ALLOCATION,0.0000,0.00
2022-02-25,XLF,ALLOCATION,0.4000,0.00
2022-02-25,XLI,ALLOCATION,0.0000,0.00
2022-02-25,XLK,ALLOCATION,0.0000,0.00
2022-02-25,XLP,ALLOCATION,0.0000,0.00
2022-02-25,XLRE,ALLOCATION,0.4000,0.00
2022-02-25,XLU,ALLOCATION,0.0000,0.00
2022-02-25,XLV,ALLOCATION,0.0000,0.00
2022-02-25,XLY,ALLOCATION,0.0000,0.00
2022-02-25,TLT,ALLOCATION,0.2000,0.00
2022-02-25,PORTFOLIO_METRIC,EQUITY,176263.57,171706.67
2022-02-25,REGIME_METRIC,STATE,1,0.8000
2022-03-25,XLE,BUY,1297.44,34.22
2022-03-25,XLI,BUY,455.79,97.41
2022-03-25,TLT,BUY,503.90,110.37
2022-03-25,XLF,SELL,1941.86,36.84
2022-03-25,XLRE,SELL,1776.23,41.03
2022-03-25,XLB,ALLOCATION,0.0000,0.00
2022-03-25,XLC,ALLOCATION,0.0000,0.00
2022-03-25,XLE,ALLOCATION,0.2500,0.00
2022-03-25,XLF,ALLOCATION,0.0000,0.00
2022-03-25,XLI,ALLOCATION,0.2500,0.00
2022-03-25,XLK,ALLOCATION,0.0000,0.00
2022-03-25,XLP,ALLOCATION,0.0000,0.00
2022-03-25,XLRE,ALLOCATION,0.0000,0.00
2022-03-25,XLU,ALLOCATION,0.0000,0.00
2022-03-25,XLV,ALLOCATION,0.0000,0.00
2022-03-25,XLY,ALLOCATION,0.0000,0.00
2022-03-25,TLT,ALLOCATION,0.5000,0.00
2022-03-25,PORTFOLIO_METRIC,EQUITY,177596.59,178118.51
2022-03-25,REGIME_METRIC,STATE,2,0.5000
2022-04-22,XLC,BUY,1143.76,58.77
2022-04-22,XLP,BUY,944.57,71.16
2022-04-22,TLT,SELL,478.55,103.09
2022-04-22,XLE,SELL,1297.44,33.11
2022-04-22,XLI,SELL,455.79,92.44
2022-04-22,XLB,ALLOCATION,0.0000,0.00
2022-04-22,XLC,ALLOCATION,0.4000,0.00
2022-04-22,XLE,ALLOCATION,0.0000,0.00
2022-04-22,XLF,ALLOCATION,0.0000,0.00
2022-04-22,XLI,ALLOCATION,0.0000,0.00
2022-04-22,XLK,ALLOCATION,0.0000,0.00
2022-04-22,XLP,ALLOCATION,0.4000,0.00
2022-04-22,XLRE,ALLOCATION,0.0000,0.00
2022-04-22,XLU,ALLOCATION,0.0000,0.00
2022-04-22,XLV,ALLOCATION,0.0000,0.00
2022-04-22,XLY,ALLOCATION,0.0000,0.00
2022-04-22,TLT,ALLOCATION,0.2000,0.00
2022-04-22,PORTFOLIO_METRIC,EQUITY,168037.40,167632.63
2022-04-22,REGIME_METRIC,STATE,1,0.8000
2022-05-20,XLRE,BUY,1063.44,36.87
2022-05-20,XLY,BUY,578.12,67.81
2022-05-20,TLT,BUY,442.77,101.99
2022-05-20,XLC,SELL,1143.76,55.60
2022-05-20,XLP,SELL,944.57,63.49
2022-05-20,XLB,ALLOCATION,0.0000,0.00
2022-05-20,XLC,ALLOCATION,0.0000,0.00
2022-05-20,XLE,ALLOCATION,0.0000,0.00
2022-05-20,XLF,ALLOCATION,0.0000,0.00
2022-05-20,XLI,ALLOCATION,0.0000,0.00
2022-05-20,XLK,ALLOCATION,0.0000,0.00
2022-05-20,XLP,ALLOCATION,0.0000,0.00
2022-05-20,XLRE,ALLOCATION,0.2500,0.00
2022-05-20,XLU,ALLOCATION,0.0000,0.00
2022-05-20,XLV,ALLOCATION,0.0000,0.00
2022-05-20,XLY,ALLOCATION,0.2500,0.00
2022-05-20,TLT,ALLOCATION,0.5000,0.00
2022-05-20,PORTFOLIO_METRIC,EQUITY,156818.12,153306.49
2022-05-20,REGIME_METRIC,STATE,2,0.5000
2022-06-17,XLE,BUY,1162.25,31.93
2022-06-17,XLF,BUY,1287.25,28.83
2022-06-17,TLT,SELL,0.56,96.63
2022-06-17,XLRE,SELL,1063.44,34.02
2022-06-17,XLY,SELL,578.12,65.73
2022-06-17,XLB,ALLOCATION,0.0000,0.00
2022-06-17,XLC,ALLOCATION,0.0000,0.00
2022-06-17,XLE,ALLOCATION,0.2500,0.00
2022-06-17,XLF,ALLOCATION,0.2500,0.00
2022-06-17,XLI,ALLOCATION,0.0000,0.00
2022-06-17,XLK,ALLOCATION,0.0000,0.00
2022-06-17,XLP,ALLOCATION,0.0000,0.00
2022-06-17,XLRE,ALLOCATION,0.0000,0.00
2022-06-17,XLU,ALLOCATION,0.0000,0.00
2022-06-17,XLV,ALLOCATION,0.0000,0.00
2022-06-17,XLY,ALLOCATION,0.0000,0.00
2022-06-17,TLT,ALLOCATION,0.5000,0.00
2022-06-17,PORTFOLIO_METRIC,EQUITY,148465.28,144575.62
2022-06-17,REGIME_METRIC,STATE,2,0.5000
2022-07-15,XLU,BUY,1208.61,31.12
2022-07-15,XLY,BUY,536.42,70.11
2022-07-15,TLT,SELL,18.46,100.33
2022-07-15,XLE,SELL,1162.25,30.14
2022-07-15,XLF,SELL,1287.25,29.78
2022-07-15,XLB,ALLOCATION,0.0000,0.00
2022-07-15,XLC,ALLOCATION,0.0000,0.00
2022-07-15,XLE,ALLOCATION,0.0000,0.00
2022-07-15,XLF,ALLOCATION,0.0000,0.00
2022-07-15,XLI,ALLOCATION,0.0000,0.00
2022-07-15,XLK,ALLOCATION,0.0000,0.00
2022-07-15,XLP,ALLOCATION,0.0000,0.00
2022-07-15,XLRE,ALLOCATION,0.0000,0.00
2022-07-15,XLU,ALLOCATION,0.2500,0.00
2022-07-15,XLV,ALLOCATION,0.0000,0.00
2022-07-15,XLY,ALLOCATION,0.2500,0.00
2022-07-15,TLT,ALLOCATION,0.5000,0.00
2022-07-15,PORTFOLIO_METRIC,EQUITY,150443.62,152190.51
2022-07-15,REGIME_METRIC,STATE,2,0.5000
2022-08-12,XLE,BUY,1861.41,34.48
2022-08-12,XLY,BUY,243.93,82.25
2022-08-12,TLT,SELL,428.83,100.00
2022-08-12,XLU,SELL,1208.61,34.22
2022-08-12,XLB,ALLOCATION,0.0000,0.00
2022-08-12,XLC,ALLOCATION,0.0000,0.00
2022-08-12,XLE,ALLOCATION,0.4000,0.00
2022-08-12,XLF,ALLOCATION,0.0000,0.00
2022-08-12,XLI,ALLOCATION,0.0000,0.00
2022-08-12,XLK,ALLOCATION,0.0000,0.00
2022-08-12,XLP,ALLOCATION,0.0000,0.00
2022-08-12,XLRE,ALLOCATION,0.0000,0.00
2022-08-12,XLU,ALLOCATION,0.0000,0.00
2022-08-12,XLV,ALLOCATION,0.0000,0.00
2022-08-12,XLY,ALLOCATION,0.4000,0.00
2022-08-12,TLT,ALLOCATION,0.2000,0.00
2022-08-12,PORTFOLIO_METRIC,EQUITY,160459.92,168775.63
2022-08-12,REGIME_METRIC,STATE,1,0.8000
2022-09-09,XLRE,BUY,1047.21,37.77
2022-09-09,XLY,SELL,283.62,79.62
2022-09-09,TLT,BUY,521.19,93.93
2022-09-09,XLE,SELL,1861.41,35.42
2022-09-09,XLB,ALLOCATION,0.0000,0.00
2022-09-09,XLC,ALLOCATION,0.0000,0.00
2022-09-09,XLE,ALLOCATION,0.0000,0.00
2022-09-09,XLF,ALLOCATION,0.0000,0.00
2022-09-09,XLI,ALLOCATION,0.0000,0.00
2022-09-09,XLK,ALLOCATION,0.0000,0.00
2022-09-09,XLP,ALLOCATION,0.0000,0.00
2022-09-09,XLRE,ALLOCATION,0.2500,0.00
2022-09-09,XLU,ALLOCATION,0.0000,0.00
2022-09-09,XLV,ALLOCATION,0.0000,0.00
2022-09-09,XLY,ALLOCATION,0.2500,0.00
2022-09-09,TLT,ALLOCATION,0.5000,0.00
2022-09-09,PORTFOLIO_METRIC,EQUITY,158203.74,160674.68
2022-09-09,REGIME_METRIC,STATE,2,0.5000
2022-10-07,XLB,BUY,1079.22,32.39
2022-10-07,XLY,BUY,15.67,68.23
2022-10-07,TLT,SELL,45.68,87.79
2022-10-07,XLRE,SELL,1047.21,30.58
2022-10-07,XLB,ALLOCATION,0.2500,0.00
2022-10-07,XLC,ALLOCATION,0.0000,0.00
2022-10-07,XLE,ALLOCATION,0.0000,0.00
2022-10-07,XLF,ALLOCATION,0.0000,0.00
