Timestamp,Asset,Action,Vol,CostBasis
2018-07-20,XLI,ALLOCATION,0.0000,0.00
2018-07-20,XLK,ALLOCATION,0.0000,0.00
2018-07-20,XLP,ALLOCATION,0.0000,0.00
2018-07-20,XLRE,ALLOCATION,0.0000,0.00
2018-07-20,XLU,ALLOCATION,0.4000,0.00
2018-07-20,XLV,ALLOCATION,0.0000,0.00
2018-07-20,XLY,ALLOCATION,0.0000,0.00
2018-07-20,TLT,ALLOCATION,0.2000,0.00
2018-07-20,PORTFOLIO_METRIC,EQUITY,103040.54,103228.31
2018-07-20,REGIME_METRIC,STATE,1,0.8000
2018-08-17,XLB,BUY,1651.96,24.95
2018-08-17,XLRE,BUY,1579.51,26.10
2018-08-17,TLT,SELL,0.84,97.00
2018-08-17,XLC,SELL,873.82,45.07
2018-08-17,XLU,SELL,2009.60,21.38
2018-08-17,XLB,ALLOCATION,0.4000,0.00
2018-08-17,XLC,ALLOCATION,0.0000,0.00
2018-08-17,XLE,ALLOCATION,0.0000,0.00
2018-08-17,XLF,ALLOCATION,0.0000,0.00
2018-08-17,XLI,ALLOCATION,0.0000,0.00
2018-08-17,XLK,ALLOCATION,0.0000,0.00
2018-08-17,XLP,ALLOCATION,0.0000,0.00
2018-08-17,XLRE,ALLOCATION,0.4000,0.00
2018-08-17,XLU,ALLOCATION,0.0000,0.00
2018-08-17,XLV,ALLOCATION,0.0000,0.00
2018-08-17,XLY,ALLOCATION,0.0000,0.00
2018-08-17,TLT,ALLOCATION,0.2000,0.00
2018-08-17,PORTFOLIO_METRIC,EQUITY,103050.86,105214.06
2018-08-17,REGIME_METRIC,STATE,1,0.8000
2018-09-14,XLB,SELL,637.41,25.37
2018-09-14,XLRE,SELL,583.20,25.84
2018-09-14,TLT,BUY,327.90,95.27
2018-09-14,XLB,ALLOCATION,0.2500,0.00
2018-09-14,XLC,ALLOCATION,0.0000,0.00
2018-09-14,XLE,ALLOCATION,0.0000,0.00
2018-09-14,XLF,ALLOCATION,0.0000,0.00
2018-09-14,XLI,ALLOCATION,0.0000,0.00
2018-09-14,XLK,ALLOCATION,0.0000,0.00
2018-09-14,XLP,ALLOCATION,0.0000,0.00
2018-09-14,XLRE,ALLOCATION,0.2500,0.00
2018-09-14,XLU,ALLOCATION,0.0000,0.00
2018-09-14,XLV,ALLOCATION,0.0000,0.00
2018-09-14,XLY,ALLOCATION,0.0000,0.00
2018-09-14,TLT,ALLOCATION,0.5000,0.00
2018-09-14,PORTFOLIO_METRIC,EQUITY,102960.57,107362.22
2018-09-14,REGIME_METRIC,STATE,2,0.5000
2018-10-12,XLRE,BUY,1030.21,23.95
2018-10-12,XLV,BUY,606.08,80.10
2018-10-12,XLB,SELL,1014.55,23.07
2018-10-12,TLT,SELL,540.38,92.19
2018-10-12,XLB,ALLOCATION,0.0000,0.00
2018-10-12,XLC,ALLOCATION,0.0000,0.00
2018-10-12,XLE,ALLOCATION,0.0000,0.00
2018-10-12,XLF,ALLOCATION,0.0000,0.00
2018-10-12,XLI,ALLOCATION,0.0000,0.00
2018-10-12,XLK,ALLOCATION,0.0000,0.00
2018-10-12,XLP,ALLOCATION,0.0000,0.00
2018-10-12,XLRE,ALLOCATION,0.5000,0.00
2018-10-12,XLU,ALLOCATION,0.0000,0.00
2018-10-12,XLV,ALLOCATION,0.5000,0.00
2018-10-12,XLY,ALLOCATION,0.0000,0.00
2018-10-12,TLT,ALLOCATION,0.0000,0.00
2018-10-12,PORTFOLIO_METRIC,EQUITY,97088.77,102312.64
2018-10-12,REGIME_METRIC,STATE,0,1.0000
2018-11-09,TLT,BUY,1111.66,91.51
2018-11-09,XLRE,SELL,2026.52,25.75
2018-11-09,XLV,SELL,606.08,81.75
2018-11-09,XLB,ALLOCATION,0.0000,0.00
2018-11-09,XLC,ALLOCATION,0.0000,0.00
2018-11-09,XLE,ALLOCATION,0.0000,0.00
2018-11-09,XLF,ALLOCATION,0.0000,0.00
2018-11-09,XLI,ALLOCATION,0.0000,0.00
2018-11-09,XLK,ALLOCATION,0.0000,0.00
2018-11-09,XLP,ALLOCATION,0.0000,0.00
2018-11-09,XLRE,ALLOCATION,0.0000,0.00
2018-11-09,XLU,ALLOCATION,0.0000,0.00
2018-11-09,XLV,ALLOCATION,0.0000,0.00
2018-11-09,XLY,ALLOCATION,0.0000,0.00
2018-11-09,TLT,ALLOCATION,1.0000,0.00
2018-11-09,PORTFOLIO_METRIC,EQUITY,101730.55,102983.75
2018-11-09,REGIME_METRIC,STATE,3,0.0000
2018-12-07,XLB,ALLOCATION,0.0000,0.00
2018-12-07,XLC,ALLOCATION,0.0000,0.00
2018-12-07,XLE,ALLOCATION,0.0000,0.00
2018-12-07,XLF,ALLOCATION,0.0000,0.00
2018-12-07,XLI,ALLOCATION,0.0000,0.00
2018-12-07,XLK,ALLOCATION,0.0000,0.00
2018-12-07,XLP,ALLOCATION,0.0000,0.00
2018-12-07,XLRE,ALLOCATION,0.0000,0.00
2018-12-07,XLU,ALLOCATION,0.0000,0.00
2018-12-07,XLV,ALLOCATION,0.0000,0.00
2018-12-07,XLY,ALLOCATION,0.0000,0.00
2018-12-07,TLT,ALLOCATION,1.0000,0.00
2018-12-07,PORTFOLIO_METRIC,EQUITY,106518.47,97722.61
2018-12-07,REGIME_METRIC,STATE,3,0.0000
2019-01-04,XLB,ALLOCATION,0.0000,0.00
2019-01-04,XLC,ALLOCATION,0.0000,0.00
2019-01-04,XLE,ALLOCATION,0.0000,0.00
2019-01-04,XLF,ALLOCATION,0.0000,0.00
2019-01-04,XLI,ALLOCATION,0.0000,0.00
2019-01-04,XLK,ALLOCATION,0.0000,0.00
2019-01-04,XLP,ALLOCATION,0.0000,0.00
2019-01-04,XLRE,ALLOCATION,0.0000,0.00
2019-01-04,XLU,ALLOCATION,0.0000,0.00
2019-01-04,XLV,ALLOCATION,0.0000,0.00
2019-01-04,XLY,ALLOCATION,0.0000,0.00
2019-01-04,TLT,ALLOCATION,1.0000,0.00
2019-01-04,PORTFOLIO_METRIC,EQUITY,110107.47,94123.91
2019-01-04,REGIME_METRIC,STATE,3,0.0000
2019-02-01,XLB,ALLOCATION,0.0000,0.00
2019-02-01,XLC,ALLOCATION,0.0000,0.00
2019-02-01,XLE,ALLOCATION,0.0000,0.00
2019-02-01,XLF,ALLOCATION,0.0000,0.00
2019-02-01,XLI,ALLOCATION,0.0000,0.00
2019-02-01,XLK,ALLOCATION,0.0000,0.00
2019-02-01,XLP,ALLOCATION,0.0000,0.00
2019-02-01,XLRE,ALLOCATION,0.0000,0.00
2019-02-01,XLU,ALLOCATION,0.0000,0.00
2019-02-01,XLV,ALLOCATION,0.0000,0.00
2019-02-01,XLY,ALLOCATION,0.0000,0.00
2019-02-01,TLT,ALLOCATION,1.0000,0.00
2019-02-01,PORTFOLIO_METRIC,EQUITY,109316.97,100713.58
2019-02-01,REGIME_METRIC,STATE,3,0.0000
2019-03-01,XLI,BUY,792.71,67.78
2019-03-01,XLU,BUY,2356.52,22.80
2019-03-01,TLT,SELL,1111.66,96.67
2019-03-01,XLB,ALLOCATION,0.0000,0.00
2019-03-01,XLC,ALLOCATION,0.0000,0.00
2019-03-01,XLE,ALLOCATION,0.0000,0.00
2019-03-01,XLF,ALLOCATION,0.0000,0.00
2019-03-01,XLI,ALLOCATION,0.5000,0.00
2019-03-01,XLK,ALLOCATION,0.0000,0.00
2019-03-01,XLP,ALLOCATION,0.0000,0.00
2019-03-01,XLRE,ALLOCATION,0.0000,0.00
2019-03-01,XLU,ALLOCATION,0.5000,0.00
2019-03-01,XLV,ALLOCATION,0.0000,0.00
2019-03-01,XLY,ALLOCATION,0.0000,0.00
2019-03-01,TLT,ALLOCATION,0.0000,0.00
2019-03-01,PORTFOLIO_METRIC,EQUITY,107464.86,104577.13
2019-03-01,REGIME_METRIC,STATE,0,1.0000
2019-03-29,XLF,BUY,1921.46,22.52
2019-03-29,XLU,SELL,506.37,23.39
2019-03-29,TLT,BUY,210.05,103.01
2019-03-29,XLI,SELL,792.71,66.94
2019-03-29,XLB,ALLOCATION,0.0000,0.00
2019-03-29,XLC,ALLOCATION,0.0000,0.00
2019-03-29,XLE,ALLOCATION,0.0000,0.00
2019-03-29,XLF,ALLOCATION,0.4000,0.00
2019-03-29,XLI,ALLOCATION,0.0000,0.00
2019-03-29,XLK,ALLOCATION,0.0000,0.00
2019-03-29,XLP,ALLOCATION,0.0000,0.00
2019-03-29,XLRE,ALLOCATION,0.0000,0.00
2019-03-29,XLU,ALLOCATION,0.4000,0.00
2019-03-29,XLV,ALLOCATION,0.0000,0.00
2019-03-29,XLY,ALLOCATION,0.0000,0.00
2019-03-29,TLT,ALLOCATION,0.2000,0.00
2019-03-29,PORTFOLIO_METRIC,EQUITY,108182.47,105809.38
2019-03-29,REGIME_METRIC,STATE,1,0.8000
2019-04-26,XLE,BUY,1843.05,24.11
2019-04-26,XLF,SELL,90.33,24.26
2019-04-26,TLT,BUY,9.71,101.09
2019-04-26,XLU,SELL,1850.15,23.36
2019-04-26,XLB,ALLOCATION,0.0000,0.00
2019-04-26,XLC,ALLOCATION,0.0000,0.00
2019-04-26,XLE,ALLOCATION,0.4000,0.00
2019-04-26,XLF,ALLOCATION,0.4000,0.00
2019-04-26,XLI,ALLOCATION,0.0000,0.00
2019-04-26,XLK,ALLOCATION,0.0000,0.00
2019-04-26,XLP,ALLOCATION,0.0000,0.00
2019-04-26,XLRE,ALLOCATION,0.0000,0.00
2019-04-26,XLU,ALLOCATION,0.0000,0.00
2019-04-26,XLV,ALLOCATION,0.0000,0.00
2019-04-26,XLY,ALLOCATION,0.0000,0.00
2019-04-26,TLT,ALLOCATION,0.2000,0.00
2019-04-26,PORTFOLIO_METRIC,EQUITY,111076.42,109903.49
2019-04-26,REGIME_METRIC,STATE,1,0.8000
2019-05-24,XLF,SELL,5.18,23.53
2019-05-24,XLY,BUY,807.11,53.23
2019-05-24,TLT,SELL,14.30,104.55
2019-05-24,XLE,SELL,1843.05,22.43
2019-05-24,XLB,ALLOCATION,0.0000,0.00
2019-05-24,XLC,ALLOCATION,0.0000,0.00
2019-05-24,XLE,ALLOCATION,0.0000,0.00
2019-05-24,XLF,ALLOCATION,0.4000,0.00
2019-05-24,XLI,ALLOCATION,0.0000,0.00
2019-05-24,XLK,ALLOCATION,0.0000,0.00
2019-05-24,XLP,ALLOCATION,0.0000,0.00
2019-05-24,XLRE,ALLOCATION,0.0000,0.00
2019-05-24,XLU,ALLOCATION,0.0000,0.00
2019-05-24,XLV,ALLOCATION,0.0000,0.00
2019-05-24,XLY,ALLOCATION,0.4000,0.00
2019-05-24,TLT,ALLOCATION,0.2000,0.00
2019-05-24,PORTFOLIO_METRIC,EQUITY,107403.12,105921.81
2019-05-24,REGIME_METRIC,STATE,1,0.8000
2019-06-21,XLF,BUY,32.13,23.97
2019-06-21,XLU,BUY,1801.44,24.72
2019-06-21,TLT,BUY,1.16,107.76
2019-06-21,XLY,SELL,807.11,56.28
2019-06-21,XLB,ALLOCATION,0.0000,0.00
2019-06-21,XLC,ALLOCATION,0.0000,0.00
2019-06-21,XLE,ALLOCATION,0.0000,0.00
2019-06-21,XLF,ALLOCATION,0.4000,0.00
2019-06-21,XLI,ALLOCATION,0.0000,0.00
2019-06-21,XLK,ALLOCATION,0.0000,0.00
2019-06-21,XLP,ALLOCATION,0.0000,0.00
2019-06-21,XLRE,ALLOCATION,0.0000,0.00
2019-06-21,XLU,ALLOCATION,0.4000,0.00
2019-06-21,XLV,ALLOCATION,0.0000,0.00
2019-06-21,XLY,ALLOCATION,0.0000,0.00
2019-06-21,TLT,ALLOCATION,0.2000,0.00
2019-06-21,PORTFOLIO_METRIC,EQUITY,111322.33,110660.06
2019-06-21,REGIME_METRIC,STATE,1,0.8000
2019-07-19,XLF,BUY,421.19,24.60
2019-07-19,XLU,BUY,490.10,24.47
2019-07-19,TLT,SELL,206.62,108.18
2019-07-19,XLB,ALLOCATION,0.0000,0.00
2019-07-19,XLC,ALLOCATION,0.0000,0.00
2019-07-19,XLE,ALLOCATION,0.0000,0.00
2019-07-19,XLF,ALLOCATION,0.5000,0.00
2019-07-19,XLI,ALLOCATION,0.0000,0.00
2019-07-19,XLK,ALLOCATION,0.0000,0.00
2019-07-19,XLP,ALLOCATION,0.0000,0.00
2019-07-19,XLRE,ALLOCATION,0.0000,0.00
2019-07-19,XLU,ALLOCATION,0.5000,0.00
2019-07-19,XLV,ALLOCATION,0.0000,0.00
2019-07-19,XLY,ALLOCATION,0.0000,0.00
2019-07-19,TLT,ALLOCATION,0.0000,0.00
2019-07-19,PORTFOLIO_METRIC,EQUITY,112135.31,111853.26
2019-07-19,REGIME_METRIC,STATE,0,1.0000
2019-08-16,XLF,BUY,78.81,23.39
2019-08-16,XLU,SELL,74.11,24.88
2019-08-16,XLB,ALLOCATION,0.0000,0.00
2019-08-16,XLC,ALLOCATION,0.0000,0.00
2019-08-16,XLE,ALLOCATION,0.0000,0.00
2019-08-16,XLF,ALLOCATION,0.5000,0.00
2019-08-16,XLI,ALLOCATION,0.0000,0.00
2019-08-16,XLK,ALLOCATION,0.0000,0.00
2019-08-16,XLP,ALLOCATION,0.0000,0.00
2019-08-16,XLRE,ALLOCATION,0.0000,0.00
2019-08-16,XLU,ALLOCATION,0.5000,0.00
2019-08-16,XLV,ALLOCATION,0.0000,0.00
2019-08-16,XLY,ALLOCATION,0.0000,0.00
2019-08-16,TLT,ALLOCATION,0.0000,0.00
2019-08-16,PORTFOLIO_METRIC,EQUITY,110324.13,108721.67
2019-08-16,REGIME_METRIC,STATE,0,1.0000
2019-09-13,XLRE,BUY,1504.14,30.77
2019-09-13,XLY,BUY,796.42,58.12
2019-09-13,TLT,BUY,205.55,112.59
2019-09-13,XLF,SELL,2358.08,25.08
2019-09-13,XLU,SELL,2217.43,25.51
2019-09-13,XLB,ALLOCATION,0.0000,0.00
2019-09-13,XLC,ALLOCATION,0.0000,0.00
2019-09-13,XLE,ALLOCATION,0.0000,0.00
2019-09-13,XLF,ALLOCATION,0.0000,0.00
2019-09-13,XLI,ALLOCATION,0.0000,0.00
2019-09-13,XLK,ALLOCATION,0.0000,0.00
2019-09-13,XLP,ALLOCATION,0.0000,0.00
2019-09-13,XLRE,ALLOCATION,0.4000,0.00
2019-09-13,XLU,ALLOCATION,0.0000,0.00
2019-09-13,XLV,ALLOCATION,0.0000,0.00
2019-09-13,XLY,ALLOCATION,0.4000,0.00
2019-09-13,TLT,ALLOCATION,0.2000,0.00
2019-09-13,PORTFOLIO_METRIC,EQUITY,115712.20,113328.76
2019-09-13,REGIME_METRIC,STATE,1,0.8000
2019-10-11,XLK,BUY,1209.33,38.56
2019-10-11,XLU,BUY,1786.33,26.11
2019-10-11,TLT,SELL,4.55,116.01
2019-10-11,XLRE,SELL,1504.14,31.49
2019-10-11,XLY,SELL,796.42,56.97
2019-10-11,XLB,ALLOCATION,0.0000,0.00
2019-10-11,XLC,ALLOCATION,0.0000,0.00
2019-10-11,XLE,ALLOCATION,0.0000,0.00
2019-10-11,XLF,ALLOCATION,0.0000,0.00
2019-10-11,XLI,ALLOCATION,0.0000,0.00
2019-10-11,XLK,ALLOCATION,0.4000,0.00
2019-10-11,XLP,ALLOCATION,0.0000,0.00
2019-10-11,XLRE,ALLOCATION,0.0000,0.00
2019-10-11,XLU,ALLOCATION,0.4000,0.00
2019-10-11,XLV,ALLOCATION,0.0000,0.00
2019-10-11,XLY,ALLOCATION,0.0000,0.00
2019-10-11,TLT,ALLOCATION,0.2000,0.00
2019-10-11,PORTFOLIO_METRIC,EQUITY,116586.20,112033.27
2019-10-11,REGIME_METRIC,STATE,1,0.8000
2019-11-08,TLT,BUY,844.62,111.63
2019-11-08,XLK,SELL,1209.33,40.71
2019-11-08,XLU,SELL,1786.33,25.22
2019-11-08,XLB,ALLOCATION,0.0000,0.00
2019-11-08,XLC,ALLOCATION,0.0000,0.00
2019-11-08,XLE,ALLOCATION,0.0000,0.00
2019-11-08,XLF,ALLOCATION,0.0000,0.00
2019-11-08,XLI,ALLOCATION,0.0000,0.00
2019-11-08,XLK,ALLOCATION,0.0000,0.00
2019-11-08,XLP,ALLOCATION,0.0000,0.00
2019-11-08,XLRE,ALLOCATION,0.0000,0.00
2019-11-08,XLU,ALLOCATION,0.0000,0.00
2019-11-08,XLV,ALLOCATION,0.0000,0.00
2019-11-08,XLY,ALLOCATION,0.0000,0.00
2019-11-08,TLT,ALLOCATION,1.0000,0.00
2019-11-08,PORTFOLIO_METRIC,EQUITY,116725.24,116820.43
2019-11-08,REGIME_METRIC,STATE,3,0.0000
2019-12-06,XLC,BUY,968.30,49.53
2019-12-06,XLRE,BUY,1551.12,30.92
2019-12-06,TLT,SELL,836.50,114.68
2019-12-06,XLB,ALLOCATION,0.0000,0.00
2019-12-06,XLC,ALLOCATION,0.4000,0.00
2019-12-06,XLE,ALLOCATION,0.0000,0.00
2019-12-06,XLF,ALLOCATION,0.0000,0.00
2019-12-06,XLI,ALLOCATION,0.0000,0.00
2019-12-06,XLK,ALLOCATION,0.0000,0.00
2019-12-06,XLP,ALLOCATION,0.0000,0.00
2019-12-06,XLRE,ALLOCATION,0.4000,0.00
2019-12-06,XLU,ALLOCATION,0.0000,0.00
2019-12-06,XLV,ALLOCATION,0.0000,0.00
2019-12-06,XLY,ALLOCATION,0.0000,0.00
2019-12-06,TLT,ALLOCATION,0.2000,0.00
2019-12-06,PORTFOLIO_METRIC,EQUITY,119907.35,119062.75
2019-12-06,REGIME_METRIC,STATE,1,0.8000
2020-01-03,XLC,SELL,8.35,50.72
2020-01-03,XLRE,BUY,7.41,31.24
2020-01-03,TLT,BUY,1.67,115.50
2020-01-03,XLB,ALLOCATION,0.0000,0.00
2020-01-03,XLC,ALLOCATION,0.4000,0.00
2020-01-03,XLE,ALLOCATION,0.0000,0.00
2020-01-03,XLF,ALLOCATION,0.0000,0.00
2020-01-03,XLI,ALLOCATION,0.0000,0.00
2020-01-03,XLK,ALLOCATION,0.0000,0.00
2020-01-03,XLP,ALLOCATION,0.0000,0.00
2020-01-03,XLRE,ALLOCATION,0.4000,0.00
2020-01-03,XLU,ALLOCATION,0.0000,0.00
2020-01-03,XLV,ALLOCATION,0.0000,0.00
2020-01-03,XLY,ALLOCATION,0.0000,0.00
2020-01-03,TLT,ALLOCATION,0.2000,0.00
2020-01-03,PORTFOLIO_METRIC,EQUITY,121728.35,122513.28
2020-01-03,REGIME_METRIC,STATE,1,0.8000
2020-01-31,XLE,BUY,1502.65,20.60
2020-01-31,XLY,BUY,521.19,59.40
2020-01-31,TLT,BUY,300.40,121.13
2020-01-31,XLC,SELL,959.95,50.72
2020-01-31,XLRE,SELL,1558.53,31.83
2020-01-31,XLB,ALLOCATION,0.0000,0.00
2020-01-31,XLC,ALLOCATION,0.0000,0.00
2020-01-31,XLE,ALLOCATION,0.2500,0.00
2020-01-31,XLF,ALLOCATION,0.0000,0.00
2020-01-31,XLI,ALLOCATION,0.0000,0.00
2020-01-31,XLK,ALLOCATION,0.0000,0.00
2020-01-31,XLP,ALLOCATION,0.0000,0.00
2020-01-31,XLRE,ALLOCATION,0.0000,0.00
2020-01-31,XLU,ALLOCATION,0.0000,0.00
2020-01-31,XLV,ALLOCATION,0.0000,0.00
2020-01-31,XLY,ALLOCATION,0.2500,0.00
2020-01-31,TLT,ALLOCATION,0.5000,0.00
2020-01-31,PORTFOLIO_METRIC,EQUITY,123838.05,122254.90
2020-01-31,REGIME_METRIC,STATE,2,0.5000
2020-02-28,XLC,BUY,632.67,47.76
2020-02-28,XLRE,BUY,1012.11,29.85
2020-02-28,TLT,SELL,43.28,129.15
2020-02-28,XLE,SELL,1502.65,17.45
2020-02-28,XLY,SELL,521.19,54.90
2020-02-28,XLB,ALLOCATION,0.0000,0.00
2020-02-28,XLC,ALLOCATION,0.2500,0.00
2020-02-28,XLE,ALLOCATION,0.0000,0.00
2020-02-28,XLF,ALLOCATION,0.0000,0.00
2020-02-28,XLI,ALLOCATION,0.0000,0.00
2020-02-28,XLK,ALLOCATION,0.0000,0.00
2020-02-28,XLP,ALLOCATION,0.0000,0.00
2020-02-28,XLRE,ALLOCATION,0.2500,0.00
2020-02-28,XLU,ALLOCATION,0.0000,0.00
2020-02-28,XLV,ALLOCATION,0.0000,0.00
2020-02-28,XLY,ALLOCATION,0.0000,0.00
2020-02-28,TLT,ALLOCATION,0.5000,0.00
2020-02-28,PORTFOLIO_METRIC,EQUITY,120863.57,112576.45
2020-02-28,REGIME_METRIC,STATE,2,0.5000
2020-03-27,TLT,BUY,367.67,139.66
2020-03-27,XLC,SELL,632.67,40.35
2020-03-27,XLRE,SELL,1012.11,25.52
2020-03-27,XLB,ALLOCATION,0.0000,0.00
2020-03-27,XLC,ALLOCATION,0.0000,0.00
2020-03-27,XLE,ALLOCATION,0.0000,0.00
2020-03-27,XLF,ALLOCATION,0.0000,0.00
2020-03-27,XLI,ALLOCATION,0.0000,0.00
2020-03-27,XLK,ALLOCATION,0.0000,0.00
2020-03-27,XLP,ALLOCATION,0.0000,0.00
2020-03-27,XLRE,ALLOCATION,0.0000,0.00
2020-03-27,XLU,ALLOCATION,0.0000,0.00
2020-03-27,XLV,ALLOCATION,0.0000,0.00
2020-03-27,XLY,ALLOCATION,0.0000,0.00
2020-03-27,TLT,ALLOCATION,1.0000,0.00
2020-03-27,PORTFOLIO_METRIC,EQUITY,116699.74,96863.88
2020-03-27,REGIME_METRIC,STATE,3,0.0000
2020-04-24,XLC,BUY,648.28,45.91
2020-04-24,XLF,BUY,1526.38,19.50
2020-04-24,TLT,SELL,417.79,142.48
2020-04-24,XLB,ALLOCATION,0.0000,0.00
2020-04-24,XLC,ALLOCATION,0.2500,0.00
2020-04-24,XLE,ALLOCATION,0.0000,0.00
2020-04-24,XLF,ALLOCATION,0.2500,0.00
2020-04-24,XLI,ALLOCATION,0.0000,0.00
2020-04-24,XLK,ALLOCATION,0.0000,0.00
2020-04-24,XLP,ALLOCATION,0.0000,0.00
2020-04-24,XLRE,ALLOCATION,0.0000,0.00
2020-04-24,XLU,ALLOCATION,0.0000,0.00
2020-04-24,XLV,ALLOCATION,0.0000,0.00
2020-04-24,XLY,ALLOCATION,0.0000,0.00
2020-04-24,TLT,ALLOCATION,0.5000,0.00
2020-04-24,PORTFOLIO_METRIC,EQUITY,119056.48,108158.67
2020-04-24,REGIME_METRIC,STATE,2,0.5000
2020-05-22,XLB,BUY,2053.60,23.50
2020-05-22,XLC,BUY,303.82,50.68
2020-05-22,TLT,SELL,243.29,138.25
2020-05-22,XLF,SELL,1526.38,19.66
2020-05-22,XLB,ALLOCATION,0.4000,0.00
2020-05-22,XLC,ALLOCATION,0.4000,0.00
2020-05-22,XLE,ALLOCATION,0.0000,0.00
2020-05-22,XLF,ALLOCATION,0.0000,0.00
2020-05-22,XLI,ALLOCATION,0.0000,0.00
2020-05-22,XLK,ALLOCATION,0.0000,0.00
2020-05-22,XLP,ALLOCATION,0.0000,0.00
2020-05-22,XLRE,ALLOCATION,0.0000,0.00
2020-05-22,XLU,ALLOCATION,0.0000,0.00
2020-05-22,XLV,ALLOCATION,0.0000,0.00
2020-05-22,XLY,ALLOCATION,0.0000,0.00
2020-05-22,TLT,ALLOCATION,0.2000,0.00
2020-05-22,PORTFOLIO_METRIC,EQUITY,120623.44,112925.05
2020-05-22,REGIME_METRIC,STATE,1,0.8000
2020-06-19,XLB,BUY,448.63,24.94
2020-06-19,XLU,BUY,2610.83,23.90
2020-06-19,XLC,SELL,952.10,52.40
2020-06-19,TLT,SELL,174.50,135.79
2020-06-19,XLB,ALLOCATION,0.5000,0.00
2020-06-19,XLC,ALLOCATION,0.0000,0.00
2020-06-19,XLE,ALLOCATION,0.0000,0.00
2020-06-19,XLF,ALLOCATION,0.0000,0.00
2020-06-19,XLI,ALLOCATION,0.0000,0.00
2020-06-19,XLK,ALLOCATION,0.0000,0.00
2020-06-19,XLP,ALLOCATION,0.0000,0.00
2020-06-19,XLRE,ALLOCATION,0.0000,0.00
2020-06-19,XLU,ALLOCATION,0.5000,0.00
2020-06-19,XLV,ALLOCATION,0.0000,0.00
2020-06-19,XLY,ALLOCATION,0.0000,0.00
2020-06-19,TLT,ALLOCATION,0.0000,0.00
2020-06-19,PORTFOLIO_METRIC,EQUITY,124799.90,118489.58
2020-06-19,REGIME_METRIC,STATE,0,1.0000
2020-07-17,XLK,BUY,656.91,51.07
2020-07-17,XLY,BUY,525.08,63.90
2020-07-17,TLT,BUY,480.60,139.62
2020-07-17,XLB,SELL,2502.23,27.30
2020-07-17,XLU,SELL,2610.83,25.24
2020-07-17,XLB,ALLOCATION,0.0000,0.00
2020-07-17,XLC,ALLOCATION,0.0000,0.00
2020-07-17,XLE,ALLOCATION,0.0000,0.00
2020-07-17,XLF,ALLOCATION,0.0000,0.00
2020-07-17,XLI,ALLOCATION,0.0000,0.00
2020-07-17,XLK,ALLOCATION,0.2500,0.00
2020-07-17,XLP,ALLOCATION,0.0000,0.00
2020-07-17,XLRE,ALLOCATION,0.0000,0.00
2020-07-17,XLU,ALLOCATION,0.0000,0.00
2020-07-17,XLV,ALLOCATION,0.0000,0.00
2020-07-17,XLY,ALLOCATION,0.2500,0.00
2020-07-17,TLT,ALLOCATION,0.5000,0.00
2020-07-17,PORTFOLIO_METRIC,EQUITY,134202.43,123511.08
2020-07-17,REGIME_METRIC,STATE,2,0.5000
2020-08-14,XLF,BUY,2419.51,22.73
